School_No,School_Name,Education_Sector,School_Type,Address_Line_1,Address_Town,Address_Postcode,Region,Area,LGA_Name,X,Y,Distance_km_from_Melbourne_Connect,Map_Category_Sector,Map_Category_Type,Map_Category_Area,Map_Category_Suburb,Website_For_Popup,Logo_Image_URL,Logo_Status_For_Popup
1905,Sophia Mundi Steiner School,Independent,Pri/Sec,1 St Heliers Street,Abbotsford,3067,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Yarra (C),145.005225,-37.803664,3.62,Independent,Pri/Sec,North Eastern Melbourne,Abbotsford,,,
3146,Spensley Street Primary School,Government,Primary,193 Spensley Street,Clifton Hill,3068,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Yarra (C),145.003879,-37.786794,3.78,Government,Primary,North Eastern Melbourne,Clifton Hill,,,
128,St Andrews Primary School,Government,Primary,Caledonia Street,St Andrews,3761,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Nillumbik (S),145.269827,-37.602316,34.73,Government,Primary,North Eastern Melbourne,St Andrews,,,
1041,St Anthony's School,Catholic,Primary,52 Austin Street,Alphington,3078,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),145.020362,-37.780069,5.41,Catholic,Primary,North Eastern Melbourne,Alphington,,,
1500,St Bernadette's School,Catholic,Primary,53 Stanley Street,Ivanhoe West,3079,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.034125,-37.763063,7.39,Catholic,Primary,North Eastern Melbourne,Ivanhoe West,,,
1858,St Catherine's School,Catholic,Primary,2 Lascelles Drive,Lalor West,3075,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.0032382,-37.66560256,15.34,Catholic,Primary,North Eastern Melbourne,Lalor West,,,
1752,St Clare's School,Catholic,Primary,Harbard Street,Thomastown West,3074,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),144.9977174,-37.67775056,13.92,Catholic,Primary,North Eastern Melbourne,Thomastown West,,,
1656,St Damian's School,Catholic,Primary,5 Settlement Road,Bundoora,3083,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.0572167,-37.6984942,13.94,Catholic,Primary,North Eastern Melbourne,Bundoora,,,
1343,St Francis Xavier Primary School,Catholic,Primary,90 Mayona Road,Montmorency,3094,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.1265613,-37.71600768,17.06,Catholic,Primary,North Eastern Melbourne,Montmorency,,,
1809,St Francis of Assisi School,Catholic,Primary,290-312 Childs Road,Mill Park,3082,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.0589142,-37.66499475,17.17,Catholic,Primary,North Eastern Melbourne,Mill Park,,,
1289,St Gabriel's School,Catholic,Primary,237 Spring Street,Reservoir,3073,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),145.005121,-37.718019,9.81,Catholic,Primary,North Eastern Melbourne,Reservoir,,,
8730,St Helena Secondary College,Government,Secondary,Wallowa Road,Eltham North,3095,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.1399078,-37.68686717,19.92,Government,Secondary,North Eastern Melbourne,Eltham North,,,
1733,St John XXIII Primary School,Catholic,Primary,Regal Avenue,Thomastown East,3074,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.0392037,-37.67842204,15.05,Catholic,Primary,North Eastern Melbourne,Thomastown East,,,
1788,St John's College Preston,Independent,Pri/Sec,1 Blanch Street,Preston,3072,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),144.999534,-37.745933,6.77,Independent,Pri/Sec,North Eastern Melbourne,Preston,,,
909,St John's School,Catholic,Primary,55 Cape Street,Heidelberg,3084,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.066548,-37.757641,10.15,Catholic,Primary,North Eastern Melbourne,Heidelberg,,,
1763,St Joseph the Worker School,Catholic,Primary,79 Wilson Boulevard,Reservoir North,3073,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),144.99292,-37.702216,11.17,Catholic,Primary,North Eastern Melbourne,Reservoir North,,,
151,St Joseph's School,Catholic,Primary,39 James Street,Northcote,3070,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),144.996721,-37.774621,4.02,Catholic,Primary,North Eastern Melbourne,Northcote,,,
579,St Joseph's School,Catholic,Primary,46 Otter Street,Collingwood,3066,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Yarra (C),144.986388,-37.800459,1.94,Catholic,Primary,North Eastern Melbourne,Collingwood,,,
2060,St Joseph's School,Catholic,Primary,44 Mernda Village Drive,Mernda,3754,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.0905985,-37.59573779,25.30,Catholic,Primary,North Eastern Melbourne,Mernda,,,
1615,St Luke's School,Catholic,Primary,1A David Street,Lalor,3075,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.0188321,-37.67237431,14.99,Catholic,Primary,North Eastern Melbourne,Lalor,,,
1582,St Martin of Tours School,Catholic,Primary,2-12 Silk Street,Rosanna,3084,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.076979,-37.735182,12.26,Catholic,Primary,North Eastern Melbourne,Rosanna,,,
2087,St Mary of the Cross MacKillop Catholic Parish Primary School,Catholic,Primary,47 Farmhouse Boulevard,Epping North,3076,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.0126014,-37.62600008,19.82,Catholic,Primary,North Eastern Melbourne,Epping North,,,
1108,St Mary's School,Catholic,Primary,2 Mansfield Street,Thornbury,3071,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),145.001658,-37.75684,5.82,Catholic,Primary,North Eastern Melbourne,Thornbury,,,
1539,St Mary's School,Catholic,Primary,210 Grimshaw Street,Greensborough,3088,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.092633,-37.702851,15.63,Catholic,Primary,North Eastern Melbourne,Greensborough,,,
1860,St Mary's School,Catholic,Primary,2-20 Fir Street,Whittlesea,3757,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.1145373,-37.50906237,34.96,Catholic,Primary,North Eastern Melbourne,Whittlesea,,,
1657,St Monica's College,Catholic,Secondary,16 Davisson Street,Epping,3076,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.031414,-37.655184,17.16,Catholic,Secondary,North Eastern Melbourne,Epping,,,
2096,St Paul the Apostle Catholic Primary School,Catholic,Primary,80 Bassetts Road,Doreen,3754,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.1152172,-37.59693094,26.20,Catholic,Primary,North Eastern Melbourne,Doreen,,,
1383,St Peter's School,Catholic,Primary,32 Wedge Street,Epping,3076,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.027548,-37.650542,17.54,Catholic,Primary,North Eastern Melbourne,Epping,,,
1526,St Pius X School,Catholic,Primary,431 Waterdale Road,Heidelberg West,3081,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.04629,-37.746924,9.32,Catholic,Primary,North Eastern Melbourne,Heidelberg West,,,
1412,St Raphael's School,Catholic,Primary,Cooper Street,Preston West,3072,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),144.992623,-37.734098,7.75,Catholic,Primary,North Eastern Melbourne,Preston West,,,
1781,St Thomas the Apostle School,Catholic,Primary,251 Diamond Creek Road,Greensborough North,3088,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Nillumbik (S),145.1191059,-37.68218852,18.90,Catholic,Primary,North Eastern Melbourne,Greensborough North,,,
3947,Strathewen Primary School,Government,Primary,5 School Ridge Road,Strathewen,3099,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Nillumbik (S),145.270094,-37.547579,38.89,Government,Primary,North Eastern Melbourne,Strathewen,,,
5438,Streeton Primary School,Government,Primary,209 Yallambie Road,Yallambie,3085,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.102224,-37.721556,14.94,Government,Primary,North Eastern Melbourne,Yallambie,,,
8846,The Lakes South Morang College,Government,Pri/Sec,80 Jardier Terrace,South Morang,3752,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.075679,-37.634935,20.82,Government,Pri/Sec,North Eastern Melbourne,South Morang,,,
4827,Thomastown East Primary School,Government,Primary,82 Cedar Street,Thomastown,3074,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.024899,-37.680325,14.34,Government,Primary,North Eastern Melbourne,Thomastown,,,
5134,Thomastown Meadows Primary School,Government,Primary,13-21 Diplomat Drive,Thomastown,3074,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),144.993096,-37.682589,13.31,Government,Primary,North Eastern Melbourne,Thomastown,,,
631,Thomastown Primary School,Government,Primary,10 Spring Street,Thomastown,3074,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.011495,-37.682271,13.74,Government,Primary,North Eastern Melbourne,Thomastown,,,
8383,Thomastown Secondary College,Government,Secondary,80-96 Main Street,Thomastown,3074,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.0019385,-37.67871605,13.90,Government,Secondary,North Eastern Melbourne,Thomastown,,,
4999,Thomastown West Primary School,Government,Primary,98-112 Main Street,Thomastown,3074,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.0007873,-37.67870395,13.87,Government,Primary,North Eastern Melbourne,Thomastown,,,
8797,Thornbury High School,Government,Secondary,238 Collins Street,Thornbury,3071,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),145.0252135,-37.75649469,7.22,Government,Secondary,North Eastern Melbourne,Thornbury,,,
3889,Thornbury Primary School,Government,Primary,16-22 Hutton Street,Thornbury,3071,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),144.996748,-37.755425,5.73,Government,Primary,North Eastern Melbourne,Thornbury,,,
2036,Trinity Catholic School,Catholic,Primary,57 Davison Street,Richmond,3121,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Yarra (C),145.0082429,-37.81585217,4.24,Catholic,Primary,North Eastern Melbourne,Richmond,,,
8812,Viewbank College,Government,Secondary,1 Warren Road,Viewbank,3084,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.08659,-37.741196,12.59,Government,Secondary,North Eastern Melbourne,Viewbank,,,
4892,Viewbank Primary School,Government,Primary,2-10 Nevin Parade,Viewbank,3084,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.08999,-37.73473,13.22,Government,Primary,North Eastern Melbourne,Viewbank,,,
6261,Virtual School Victoria,Government,Pri/Sec,315 Clarendon Street,Thornbury,3071,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),145.025701,-37.76204,6.86,Government,Pri/Sec,North Eastern Melbourne,Thornbury,,,
3139,Wales Street Primary School,Government,Primary,49 Wales Street,Thornbury,3071,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),145.008833,-37.76151,5.81,Government,Primary,North Eastern Melbourne,Thornbury,,,
5144,Waratah Special Developmental School,Government,Special,228 Banksia Street,Bellfield,3081,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.040741,-37.756289,8.30,Government,Special,North Eastern Melbourne,Bellfield,,,
4935,Watsonia Heights Primary School,Government,Primary,61 Henry Street,Greensborough,3088,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.100728,-37.715299,15.26,Government,Primary,North Eastern Melbourne,Greensborough,,,
4988,Watsonia North Primary School,Government,Primary,16 Sharpes Road,Watsonia North,3087,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.080509,-37.700395,15.08,Government,Primary,North Eastern Melbourne,Watsonia North,,,
4838,Watsonia Primary School,Government,Primary,Nell Street West,Watsonia,3087,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Banyule (C),145.086916,-37.707027,14.94,Government,Primary,North Eastern Melbourne,Watsonia,,,
4060,Wattle Glen Primary School,Government,Primary,16-24 Reynolds Road,Wattle Glen,3096,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Nillumbik (S),145.182037,-37.66884,24.08,Government,Primary,North Eastern Melbourne,Wattle Glen,,,
4177,Westgarth Primary School,Government,Primary,45 Brooke St & 311 Clarke St,Northcote,3070,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),145.005561,-37.776471,4.48,Government,Primary,North Eastern Melbourne,Northcote,,,
2090,Whittlesea Primary School,Government,Primary,2425-2435 Plenty Road,Whittlesea,3757,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.1140469,-37.51426809,34.41,Government,Primary,North Eastern Melbourne,Whittlesea,,,
7408,Whittlesea Secondary College,Government,Secondary,55 Laurel Street,Whittlesea,3757,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.1201751,-37.5150463,34.54,Government,Secondary,North Eastern Melbourne,Whittlesea,,,
5544,William Ruthven Primary School,Government,Primary,60 Merrilands Road,Reservoir,3073,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),145.0027816,-37.69666885,11.99,Government,Primary,North Eastern Melbourne,Reservoir,,,
8895,William Ruthven Secondary College,Government,Secondary,60 Merrilands Road,Reservoir,3073,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Darebin (C),145.002774,-37.696666,11.99,Government,Secondary,North Eastern Melbourne,Reservoir,,,
5582,Wirrigirri Primary School,Government,Primary,110 Saltlake Boulevard,Wollert,3750,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.036982,-37.61709,21.33,Government,Primary,North Eastern Melbourne,Wollert,,,
5589,Wollert Primary School,Government,Primary,131 De Rossi Boulevard,Wollert,3750,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.027108,-37.611332,21.71,Government,Primary,North Eastern Melbourne,Wollert,,,
8896,Wollert Secondary College,Government,Secondary,222 Highpark Drive,Wollert,3750,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.025238,-37.609617,21.85,Government,Secondary,North Eastern Melbourne,Wollert,,,
2256,Y Community School,Independent,Secondary,41 – 53 Miller Street,Epping,3076,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Whittlesea (C),145.01957,-37.64856,17.54,Independent,Secondary,North Eastern Melbourne,Epping,,,
5271,Yarra Primary School,Government,Primary,68-76 Davison Street,Richmond,3121,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Yarra (C),145.007482,-37.814639,4.12,Government,Primary,North Eastern Melbourne,Richmond,,,
2054,Yarrambat Primary School,Government,Primary,552 Yan Yean Road,Yarrambat,3091,NORTH-WESTERN VICTORIA,North Eastern Melbourne,Nillumbik (S),145.133097,-37.641245,23.07,Government,Primary,North Eastern Melbourne,Yarrambat,,,
4879,Ainslie Parklands Primary School,Government,Primary,24 - 36 Hinkley Ave,Croydon,3136,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Maroondah (C),145.264244,-37.793786,26.36,Government,Primary,Outer Eastern Melbourne,Croydon,,,
1608,Aquinas College,Catholic,Secondary,46 Great Ryrie Street,Ringwood,3134,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Maroondah (C),145.234935,-37.823058,23.91,Catholic,Secondary,Outer Eastern Melbourne,Ringwood,,,
3309,Badger Creek Primary School,Government,Primary,139 Badger Creek Rd,Healesville,3777,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.533243,-37.681338,51.74,Government,Primary,Outer Eastern Melbourne,Healesville,,,
4143,Bayswater North Primary School,Government,Primary,Stuart Street,Bayswater North,3153,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Maroondah (C),145.295621,-37.8288,29.28,Government,Primary,Outer Eastern Melbourne,Bayswater North,,,
2163,Bayswater Primary School,Government,Primary,2 Birch Street,Bayswater,3153,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Knox (C),145.259358,-37.843305,26.36,Government,Primary,Outer Eastern Melbourne,Bayswater,,,
7560,Bayswater Secondary College,Government,Secondary,14 Orchard Road,Bayswater,3153,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Knox (C),145.261998,-37.83903,26.51,Government,Secondary,Outer Eastern Melbourne,Bayswater,,,
4973,Bayswater South Primary School,Government,Primary,Enfield Drive,Bayswater,3153,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Knox (C),145.261347,-37.854897,26.79,Government,Primary,Outer Eastern Melbourne,Bayswater,,,
5039,Bayswater West Primary School,Government,Primary,Phyllis Street,Bayswater,3153,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Knox (C),145.253048,-37.849069,25.94,Government,Primary,Outer Eastern Melbourne,Bayswater,,,
1864,Belgrave Heights Christian School,Independent,Pri/Sec,20 Wattle Valley Road,Belgrave Heights,3160,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.3462292,-37.91890282,36.04,Independent,Pri/Sec,Outer Eastern Melbourne,Belgrave Heights,,,
3551,Belgrave South Primary School,Government,Primary,175 Colby Drive,Belgrave South,3160,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.3579203,-37.93119813,37.50,Government,Primary,Outer Eastern Melbourne,Belgrave South,,,
1816,Billanook College,Independent,Pri/Sec,197-199 Cardigan Road,Mooroolbark,3138,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.3388701,-37.78785168,32.94,Independent,Pri/Sec,Outer Eastern Melbourne,Mooroolbark,,,
5193,Billanook Primary School,Government,Primary,270 Sheffield Road,Montrose,3765,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.3392536,-37.82495466,33.05,Government,Primary,Outer Eastern Melbourne,Montrose,,,
5011,Bimbadeen Heights Primary School,Government,Primary,118 Hayrick Lane,Mooroolbark,3138,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.3211445,-37.77376388,31.49,Government,Primary,Outer Eastern Melbourne,Mooroolbark,,,
5048,Birmingham Primary School,Government,Primary,43-49 Francis Crescent,Mount Evelyn,3796,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.3685172,-37.77958096,35.59,Government,Primary,Outer Eastern Melbourne,Mount Evelyn,,,
4967,Boronia Heights Primary School,Government,Primary,72 Landscape Drive,Boronia,3155,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Knox (C),145.296485,-37.844571,29.59,Government,Primary,Outer Eastern Melbourne,Boronia,,,
8913,Boronia K-12 College,Government,Pri/Sec,35-37 Albert Avenue,Boronia,3155,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Knox (C),145.293268,-37.8583,29.61,Government,Pri/Sec,Outer Eastern Melbourne,Boronia,,,
5426,Carrington Primary School,Government,Primary,Laura Road,Knoxfield,3180,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Knox (C),145.246491,-37.891476,26.78,Government,Primary,Outer Eastern Melbourne,Knoxfield,,,
5194,Chirnside Park Primary School,Government,Primary,66 Kimberley Drive,Chirnside Park,3116,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.311342,-37.750071,31.00,Government,Primary,Outer Eastern Melbourne,Chirnside Park,,,
3279,Chum Creek Primary School,Government,Primary,705 Chum Creek Road,Chum Creek,3777,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.4892499,-37.60595782,50.98,Government,Primary,Outer Eastern Melbourne,Chum Creek,,,
